Category,Description,Nutrient Data Bank Number,Alpha Carotene,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein and Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat.Monosaturated Fat,Fat.Polysaturated Fat,Fat.Saturated Fat,Fat.Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamins.Vitamin A - RAE,Vitamins.Vitamin B12,Vitamins.Vitamin B6,Vitamins.Vitamin C,Vitamins.Vitamin E,Vitamins.Vitamin K
Soft drink,"Soft drink, fruit flavored, caffeine containing, diet",92410560,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0
Soft drink,"Soft drink, cream soda, diet",92410420,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0
Soft drink,"Soft drink, cola, fruit or vanilla flavored, diet",92411610,0,0,0,0.29,0,0,0,0,0,0,0.11,0,0.023,0,0,0.005,99.54,0,0,0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, cola, diet",92410320,0,0,0,0.29,0,0,0,0,0,0,0.11,0,0.023,0,0,0.005,99.54,0,0,0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, cola, decaffeinated, diet",92410350,0,0,0,0.12,0,0,0,0,0,0,0.12,0,0.023,0.1,0,0.005,99.74,0,0,0,0,3,0.002,0.02,0,10,7,4,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, cola, chocolate flavored, diet",92411620,0,0,0,0.29,0,0,0,0,0,0,0.11,0,0.023,0,0,0.005,99.54,0,0,0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, chocolate flavored, diet",92410820,0,0,0,0.29,0,0,0,0,0,0,0.11,0,0.023,0,0,0.005,99.54,0,0,0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0,0,0,0,0
Soft drink,"Carbonated water, unsweetened",92410210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0,5,0.006,0.01,1,0,2,21,0.1,0,0,0,0,0,0
Soft drink,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener",92410250,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0
Sports drink,Sports drink (Powerade),95320500,0,0,0,7.84,0,0,0,0,0,1.565,0,0,0,0,6.11,0.011,91.91,0.011,0.028,0.008,0.05,1,0,0.09,0,1,18,42,0.01,0,0.91,0.153,0,0,0
Sports drink,"Sports drink, NFS",95321000,0,0,0,6.43,0,0,0,0,0,0.22,0,0,0,0,5.24,0.011,93.38,0,0,0,0,1,0.006,0.05,0,10,15,39,0.01,0,0,0.022,0.4,0,0.2
Sports drink,"Sports drink, low calorie (Gatorade G2)",95322200,0,0,0,1.94,0,0,0,0,0,0,0.05,0,0,0,1.3,0,97.94,0,0,0,0.01,0,0,0,0,7,13,45,0,0,0,0,0,0,0.2
Sports drink,"Sports drink, low calorie",95323000,0,0,0,1.94,0,0,0,0,0,0,0.05,0,0,0,1.3,0,97.94,0,0,0,0.01,0,0,0,0,7,13,45,0,0,0,0,0,0,0.2
Sports drink,"Sports drink, low calorie (Powerade Zero)",95322500,0,0,0,0.14,0,0,0,0,0,0.833,0,0,0,0,0,0,99.35,0,0,0,0,0,0,0,0,0,10,42,0,0,0.25,0.083,0,0,0
Tea,"Tea, iced, bottled, black",92309000,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,9.49,0,88.95,0,0,0,0.22,4,0.006,0,1,1,14,3,0.01,0,0,0,0,0,0
Tea,"Tea, hot, chai, with milk",92306800,0,2,0,8.97,4,8.6,0.1,0,0,0.054,1.58,28,0.072,0.9,8.73,0.027,88.11,0.203,0.033,0.564,0.98,61,0.007,0.02,7,49,92,20,0.21,28,0.26,0.029,0,0.02,0.1
Tea,"Tea, iced, bottled, black, decaffeinated",92309010,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,7.92,0,91.22,0,0,0,0,11,0.008,0,2,4,27,8,0.01,0,0,0,0,0,0
Coffee/Coffee drink,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",92121000,0,0,0,5.11,0,0.9,0,0,0,0.223,0.15,0,0.001,0.1,3.45,0,93.83,0.203,0.01,0.397,0.7,4,0.011,0.04,4,8,42,7,0.01,0,0,0,0,0.03,0
Tea,"Tea, iced, brewed, black, pre-sweetened with sugar",92308000,0,0,0,7.94,0,0.4,0,0,0,0,0,0,0.014,0,7.68,0,92.03,0.001,0.004,0.002,0.02,0,0.01,0.02,3,1,34,3,0.02,0,0,0,0,0,0
Tea,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",92308030,0,0,0,7.94,0,0.4,0,0,0,0,0,0,0.014,0,7.68,0,92.03,0.001,0.004,0.002,0.02,0,0.01,0.02,3,1,34,3,0.02,0,0,0,0,0,0
Tea,"Tea, iced, brewed, green, pre-sweetened with sugar",92308500,0,0,0,7.66,0,0,0,0,0,0.028,0.2,0,0.055,0,7.68,0.006,92.24,0,0,0,0.02,0,0.004,0.02,1,0,8,1,0.01,0,0,0.005,0,0,0
Tea,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar",92308530,0,0,0,7.66,0,0,0,0,0,0.028,0,0,0.055,0,7.68,0.006,92.24,0,0,0,0.02,0,0.005,0,1,0,14,0,0.01,0,0,0.005,0,0,0
